Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,first_name,last_name,email,phone_number,address,state,postal_code,age
22812b38-2ac9-40cb-8869-1b5c7c272043,627538,Landing Page Submission,Organic Search,No,No,1,3.0,933,3.0,Email Opened,India,Human Resource Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Select,,,,,No,No,Email Opened,Kristen,Bell,kristi77@example.org,001-283-666-2779x3385,69863 Gerald Street Apt. 679,Colorado,74094,65
61c76195-070e-46b4-b28f-0a1756ae1c32,582904,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,Renee,Hampton,bonillajessica@example.net,001-984-363-3888x137,2587 Misty Ridge Suite 073,Oregon,24282,62
e17c2995-505a-4528-b3cd-941447f98df1,608663,Landing Page Submission,Direct Traffic,No,No,0,6.0,184,6.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,Susan,Hudson,martinezkathryn@example.net,3016705779,681 Curtis Lake,Maine,29011,31
dd461e03-4da8-4e85-8eb1-a1f59249598b,589653,Landing Page Submission,Google,No,No,1,4.0,1483,4.0,Page Visited on Website,India,Operations Management,Advertisements,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified,Adam,Orr,jamesshelton@example.com,+1-928-866-0420x62954,34316 Flores Squares Apt. 967,Vermont,80394,22
c156705e-61e9-4f98-8233-3f4806ca177b,608687,Landing Page Submission,Google,No,No,0,6.0,726,2.0,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Other Metro Cities,03.Low,02.Medium,10.0,16.0,No,Yes,Modified,Nathan,Williams,kevinvaughn@example.net,302.926.4574,632 Byrd Circles Apt. 872,Massachusetts,28453,25
fb568566-74c7-4c3c-b476-78c1a8f2966b,652707,Landing Page Submission,Google,No,No,1,5.0,285,5.0,Page Visited on Website,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Page Visited on Website,Michael,Christensen,ohall@example.org,+1-504-964-7863x36598,40063 Olson Trail Suite 805,Colorado,22830,43
3a6b0693-0fb5-4b23-b561-eee97e5ad364,595253,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Email Opened,Ashley,Robinson,jhardy@example.com,+1-397-989-0998x8149,49364 Johnson Mountain Apt. 132,Vermont,16551,71
4d106f0b-5971-427d-8e35-8086d53e3c61,583405,Landing Page Submission,Direct Traffic,No,No,0,3.0,99,3.0,Page Visited on Website,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,01.High,02.Medium,17.0,13.0,No,Yes,Modified,Amanda,Phillips,bbowman@example.org,001-267-934-7305x1423,598 Sherry Estate Apt. 359,Wyoming,71152,49
471009b3-e3ba-46c6-8def-d2155090d8a5,608896,Landing Page Submission,Organic Search,Yes,No,0,4.0,233,4.0,SMS Sent,United Arab Emirates,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Emma,Mills,andrew04@example.org,681.999.6974,0445 Davis Islands,North Carolina,88913,28
c65fac2d-af5c-42ba-a5b8-848e5ca8e10d,640590,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,Email Opened,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified,John,Howard,cynthialopez@example.net,(841)428-5706x64263,9107 Thomas Brook,Hawaii,42070,53
1b06e99d-4781-4827-9aae-ce45923d4044,583824,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,341,1.0,Email Bounced,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified,Bobby,Taylor,veronicarice@example.com,665-947-0784,809 Ruiz Trail Suite 860,Delaware,92439,74
25b4da95-4487-448d-a759-e34ca8a240c7,609951,API,Google,No,No,0,4.0,219,4.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,Email Opened,Jasmine,Lee,mathisemily@example.org,316.386.4045,88388 Richardson Mountain Apt. 559,Iowa,67671,65
a82234a1-be98-46e0-8d93-484684247526,603582,Landing Page Submission,Google,No,No,0,4.0,384,4.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,Might be,No,No,Select,Mumbai,,,,,No,No,Email Opened,Christina,Wells,aball@example.com,001-670-658-9708x630,5323 Williams Mission,North Carolina,52672,60
21cfac2d-957e-4613-b432-72dee7729047,609677,Landing Page Submission,Direct Traffic,No,No,1,3.0,1158,1.5,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Leads,Tier II Cities,,,,,No,Yes,Email Opened,Melinda,Wolf,delacruzadam@example.net,226.902.3631x5857,568 Paul Tunnel,Washington,01081,51
ed4eb631-3870-44da-bbbc-c3c118473dd5,600013,Landing Page Submission,Direct Traffic,No,No,1,8.0,1335,8.0,SMS Sent,India,Human Resource Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,Sara,Snyder,scottcarolyn@example.org,967-280-3091x294,063 Mcclure Expressway Apt. 003,Kansas,55273,62
e62b955e-76e0-4386-8cf9-3794d772f4b3,580290,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,799,1.0,Email Bounced,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified,Jack,Hughes,matthewdavenport@example.org,+1-349-714-1535,7805 Edwards Trail Suite 944,California,44396,72
952e3f09-c296-4471-82c1-e38d1d49ef5a,606658,Landing Page Submission,Organic Search,No,No,0,8.0,226,8.0,Email Opened,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,Email Opened,Richard,Williams,pwilliams@example.net,257.995.4089x36477,92785 Carlson Manors Suite 612,South Carolina,91409,36
56535180-152c-41de-b57a-ad46f695e6ba,599548,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,134,1.0,Email Bounced,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,Yes,Modified,Brandon,Farmer,martinezamanda@example.com,(745)547-2228x91655,785 Beverly Valleys Apt. 885,Kentucky,10886,74
4062a701-086e-433b-9452-755bf543f5f5,613378,Landing Page Submission,Google,No,No,0,3.0,325,3.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,No,Email Opened,Nicole,Miller,hmurphy@example.org,001-375-789-1630x82008,3226 Rodriguez Coves Apt. 987,Maryland,39178,21
18cf3a30-dc7f-41c6-8b2f-8edb5672d43b,626092,API,Google,No,No,0,4.0,229,1.33,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,Jill,West,kholland@example.com,001-363-788-9995x477,363 Johnson Estates Suite 813,New Jersey,10134,65
475bb10e-c84d-49fa-a21b-fac6fcae3e7b,652441,API,Olark Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified,Ryan,Jackson,sherryperez@example.org,992.250.8156,6107 Reid Coves Apt. 512,Alabama,34669,63
37ad667b-408e-4c06-a24f-d5aad381338b,632455,Landing Page Submission,Google,No,No,0,6.0,789,6.0,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,Patrick,Richardson,pittmanbruce@example.org,+1-780-935-9021x20128,9051 Lee Plaza Suite 837,New Hampshire,59172,47
8f0933a3-0294-4403-b634-c9d1edbbf70f,583526,Landing Page Submission,Organic Search,No,No,1,5.0,1445,5.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,SMS Sent,Pamela,Newton,campbellmelissa@example.org,358.549.0312,913 Becky Overpass,Montana,98974,36
2e78bb85-8eed-46ed-a22f-25300afec646,640629,Landing Page Submission,Google,No,No,0,5.0,169,2.5,SMS Sent,India,Select,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified,Donna,Ford,margaret92@example.net,(657)749-0198x5914,10305 Blake Terrace,Hawaii,97053,39
69901c8f-82d1-4605-936b-466ddddecd80,599331,Landing Page Submission,Google,No,No,0,5.0,208,5.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent,Cory,Knight,bwilson@example.org,001-567-771-0112,032 Benitez Walk,Pennsylvania,81583,52
c098270e-2df5-475b-b5ab-9c01971a8ed5,603777,API,Google,No,No,0,1.0,147,1.0,Converted to Lead,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,Dalton,Tran,james09@example.org,(339)959-5822x33077,9752 Todd Stream Apt. 159,Arkansas,05780,57
b6d35d6a-a5e8-4ef8-8c16-63de7d06188a,652525,API,Google,No,No,0,4.0,225,2.0,Email Opened,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,03.Low,02.Medium,9.0,16.0,No,No,Email Opened,Michael,Thomas,nathan32@example.net,001-979-448-7454x56646,1881 Harris Circles,Louisiana,46931,41
d61d6410-bad1-4bc2-a3a3-78a3c3c02bad,650681,Landing Page Submission,Organic Search,No,No,0,9.0,338,2.25,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened,Anna,Raymond,ashleymitchell@example.com,001-299-617-3515x1101,9520 Dougherty Extension,Arizona,98833,59
e966347e-ed86-49e4-bd09-c488a15ece20,624673,API,Google,No,No,0,3.0,1321,1.5,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,Natalie,Taylor,daniel35@example.com,5943910410,170 Kaitlyn Club Apt. 433,Alaska,67933,42
20e7d610-e4ff-404c-9874-0320035afe4e,657031,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,1410,4.0,Email Bounced,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,01.High,13.0,17.0,No,No,Modified,Timothy,Sanchez,matthewcervantes@example.com,8124039850,4422 David Parkways Suite 166,Utah,79081,69
adc01aa8-ee1b-4fc2-9cc7-bf29117241b0,659182,API,Google,No,No,0,1.0,263,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,Select,02.Medium,02.Medium,14.0,14.0,No,No,Modified,Matthew,Sanders,ithompson@example.net,325-870-7976,1549 Brown Circle,Colorado,73108,33
f3c3987b-99c1-4f01-aca2-20290be6c719,635825,Landing Page Submission,Google,No,No,1,5.0,1113,5.0,Email Opened,India,International Business,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Email Opened,Scott,Wright,parkermichael@example.net,(841)950-9303x4077,600 Mason Estates,North Dakota,81778,36
63f8442c-27c4-4c80-b2a4-059af856479c,611906,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Olark Chat Conversation,Kimberly,Fisher,angelicasantos@example.org,773.380.1839,41223 Camacho Trace,New York,22476,38
228ab54e-e7f3-435c-9d32-11374cb01821,632041,Landing Page Submission,Google,No,No,0,3.0,4,3.0,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,No,Email Opened,Thomas,Garcia,thomas89@example.net,218.989.3665x7786,29583 Sexton Inlet Apt. 020,Connecticut,51322,59
c5dd06bc-4117-4a1f-9eef-f2a1cfaa679e,624439,API,Organic Search,No,No,1,3.0,954,3.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,Cassie,Mullen,coxjeffrey@example.com,+1-949-964-3815,5153 Wright Run,Alabama,40786,21
a5254b6e-8953-42ce-8904-dc5e38a1732f,584061,Landing Page Submission,Organic Search,No,No,0,4.0,114,4.0,Page Visited on Website,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified,Marilyn,Foster,rrodriguez@example.net,515.868.2105x4731,35137 Nicole Track,Idaho,93240,52
69d86d87-45d2-4b42-b326-8621d120e71b,630339,Landing Page Submission,Organic Search,No,No,0,4.0,1060,4.0,SMS Sent,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,SMS Sent,Laura,West,davidrussell@example.net,8662170731,58381 Robert Spring,North Dakota,46694,74
8cb3a5c7-1bde-40da-b915-55528ffcaccf,627749,Landing Page Submission,Organic Search,No,No,0,3.0,599,3.0,SMS Sent,India,Retail Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,SMS Sent,Jacob,Goodman,lisabautista@example.org,600-776-0757x132,080 Jordan Overpass Suite 427,Washington,16076,71
6f63ba91-4da5-4a65-b9a7-a078780997bb,596424,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,03.Low,02.Medium,12.0,15.0,No,No,Modified,Samantha,Mitchell,unguyen@example.net,924-484-1440,215 Michael Heights Apt. 589,Washington,08596,42
a8672970-1a5d-48c9-a376-821853b6d180,645377,Lead Add Form,Welingak Website,No,No,1,,429,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,April,Burke,madeline57@example.net,001-679-787-4405,29048 Perkins Ways Suite 616,Wyoming,47730,61
d4d4ee0a-fea2-4680-b2ea-b24de9fcf0be,659708,API,Google,No,No,0,2.0,393,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Select,02.Medium,02.Medium,14.0,14.0,No,No,Email Opened,Robert,Alexander,alvarezallison@example.org,+1-859-481-4610,946 Cody Union Suite 666,Pennsylvania,79290,19
cae12444-0384-4b2b-9bee-67fff44b7abb,588064,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Email Opened,Sarah,Harper,asanders@example.com,7034888933,415 Wilson Plain Apt. 658,New Jersey,42756,48
a739f33a-7d4d-4c4e-9c9c-3c30e1f48940,659727,Landing Page Submission,Google,No,No,1,6.0,595,3.0,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Email Opened,James,Brown,tonyallen@example.org,563-990-9378x3005,687 Andrea Corners,Montana,83507,57
65bbef4f-6220-4aad-8365-ea244ce4dde3,642963,API,Google,No,No,0,2.0,11,2.0,Olark Chat Conversation,Singapore,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Mark,Hernandez,kmathews@example.org,+1-465-963-3700,56783 Hood Loop,Minnesota,46696,27
f2937b0f-4fb6-4518-aeda-a7601dd13edd,607344,API,Organic Search,No,No,0,3.0,85,3.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Select,,,,,No,No,Modified,Cody,Larson,travisherrera@example.com,001-933-878-1367,76050 Sanchez Turnpike Apt. 741,Arizona,95245,70
a8f72fe3-7df5-4995-8784-88504c3df6e7,650087,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,03.Low,02.Medium,12.0,15.0,No,No,Modified,Terry,Harris,qpratt@example.org,605.317.2514,75362 Hall Lights,West Virginia,55481,29
e469a2a5-2685-4f15-9b7c-cde167c8226d,645530,API,Google,No,No,1,2.0,1108,2.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Brian,Jacobson,pateljames@example.net,(535)275-2437,40279 Grant Brook,Mississippi,11934,74
d3fea55e-279a-4877-872f-64aa0689119f,620628,Landing Page Submission,Direct Traffic,No,No,0,1.0,526,1.0,Converted to Lead,India,,,Student,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,No,Modified,Mathew,Bowman,angelawells@example.com,273.876.9517,8586 Scott Island,Maine,77543,61
f2cfd2d6-b06d-4009-9a81-379c2a920236,585427,Landing Page Submission,Google,No,No,1,6.0,1079,6.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Email Opened,John,Hernandez,margarethernandez@example.org,799.507.0271x19223,38621 Reese Track Suite 687,Rhode Island,20194,67
5f3d729d-de5a-4056-843e-42d23c973b65,659287,API,Organic Search,No,No,0,3.0,273,3.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Alexandra,Christian,xwood@example.net,815-632-4522,7821 Fuentes Squares Apt. 823,Hawaii,13158,29
10acb3dc-5590-444a-adeb-b5b63b5d2ce6,588879,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,60,3.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent,Robert,Hicks,vmorris@example.com,(338)992-3352,15851 Pacheco Wells Suite 346,Mississippi,65018,41
a5ff2095-f1d4-40d6-b1cf-c0120d2fd3aa,582385,Landing Page Submission,Direct Traffic,No,No,0,9.0,83,3.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,Joshua,Carter,delacruzmegan@example.net,+1-221-740-3281,4569 Jim Dam,Idaho,57154,60
03283251-eada-401a-9b63-90a2e570d339,635898,API,Google,No,No,1,2.0,331,2.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Anthony,Fowler,stuartjohn@example.org,+1-265-489-4288x6160,34939 Graham Stravenue,Nebraska,12252,38
6144be9b-965e-483e-93cc-c072672bcaa3,604494,Landing Page Submission,Direct Traffic,No,No,0,2.0,67,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Other Leads,Mumbai,,,,,No,Yes,Email Opened,Angela,Williams,carterjeanne@example.org,(325)899-7753,383 Romero Squares Apt. 117,North Dakota,73970,40
585b92f2-5754-49d9-8473-88b74fd86c33,642098,Lead Add Form,Welingak Website,No,No,1,3.0,555,1.5,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,01.High,15.0,17.0,No,No,Modified,Javier,Roberts,shannon81@example.com,+1-990-566-8194,097 Moore Dam Suite 349,Florida,81900,37
f7bd14a2-e1ae-4257-b68f-5bb25a5af723,584063,Landing Page Submission,Direct Traffic,No,No,0,2.0,182,2.0,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,No,No,Email Opened,Debra,King,mario97@example.com,+1-894-824-4019x4512,9305 Romero Ridges Suite 647,New Jersey,15966,44
fb51a0f4-3a65-4650-9beb-9e3cc4e8fc08,585120,Landing Page Submission,Direct Traffic,No,No,0,6.0,169,6.0,SMS Sent,Indonesia,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent,Rachel,Kaiser,stephanie39@example.org,4972643127,1632 Castillo Run Apt. 967,Nebraska,04588,26
